julian-date,time,view,cloud,degree,icetype,depth,texture,icelayer,debris,color,broadband-alb,visible-alb,infrared-alb,band1-alb,band2-alb,band3-alb,band4-alb,band5-alb,band6-alb,thickness,pond-num
151,834,B5,AC,2,2,0.21,0,1,1,4,0.33,0.58,0.08,0.74,0.72,0.44,0.12,0.1,0.08,0.2,46
151,836,B5,AC,2,2,0.17,0,0,1,6,0.39,0.67,0.11,0.86,0.83,0.56,0.18,0.13,0.08,0,47
151,837,B5,AC,2,2,0.12,0,0,1,6,0.32,0.53,0.1,0.66,0.64,0.44,0.16,0.12,0.08,0,48
151,838,B5,AC,2,2,0.11,0,0,1,6,0.36,0.59,0.12,0.74,0.71,0.51,0.2,0.14,0.08,0,49
151,839,B5,AC,2,2,0.14,1,0,1,6,0.37,0.63,0.11,0.69,0.63,0.57,0.18,0.13,0.08,0,50
151,841,B5,AC,2,2,0.14,1,0,1,6,0.31,0.53,0.09,0.65,0.63,0.41,0.14,0.11,0.08,0,51
151,1112,B5,AS,1,3,0.07,1,1,1,1,0.34,0.57,0.12,0.67,0.65,0.52,0.25,0.13,0.01,0.1,52
151,1114,B5,AS,1,3,0.08,1,1,1,1,0.33,0.55,0.1,0.66,0.64,0.47,0.21,0.11,0.01,0.1,53
151,1116,B5,AS,1,3,0.18,1,0,1,2,0.31,0.54,0.08,0.65,0.63,0.48,0.18,0.09,0,0,54
151,1117,B5,AS,1,3,0.21,1,1,1,2,0.3,0.53,0.07,0.64,0.63,0.45,0.15,0.08,0,0.1,55
151,1119,B5,AS,1,3,0.18,1,0,1,2,0.31,0.55,0.07,0.66,0.64,0.47,0.16,0.08,0,0,56
151,1121,B5,AS,1,3,0.22,1,0,1,2,0.21,0.39,0.03,0.47,0.45,0.27,0.06,0.03,0,0,57
151,1122,B5,AS,1,3,0.27,1,0,1,2,0.21,0.4,0.02,0.48,0.46,0.28,0.06,0.03,0,0,58
151,1123,B5,AS,1,3,0.32,1,1,1,2,0.2,0.37,0.02,0.46,0.45,0.26,0.05,0.03,0,0.1,59
151,1125,B5,AS,1,3,0.33,1,0,1,11,0.12,0.23,0.01,0.33,0.32,0.17,0.03,0.01,0,0,60
151,1127,B5,AS,1,3,0.06,1,0,1,3,0.33,0.55,0.11,0.67,0.65,0.48,0.22,0.12,0.01,0,61
151,1128,B5,AS,1,3,0.05,1,1,1,3,0.43,0.68,0.18,0.8,0.78,0.63,0.34,0.18,0.03,0.1,62
151,1132,B5,AS,1,3,0.4,1,0,1,1,0.26,0.48,0.03,0.6,0.58,0.37,0.07,0.04,0,0,63
151,1133,B5,AS,1,3,0.51,1,0,1,5,0.24,0.47,0.02,0.6,0.58,0.3,0.04,0.02,0,0,64
151,1134,B5,AS,1,3,0.72,1,0,1,6,0.24,0.46,0.01,0.6,0.58,0.28,0.03,0.02,0,0,65
151,1135,B5,AS,1,3,0.79,1,0,1,6,0.22,0.44,0.01,0.56,0.54,0.24,0.02,0.01,0,0,66
151,1136,B5,AS,1,3,0.86,1,0,1,6,0.23,0.46,0.01,0.6,0.58,0.26,0.02,0.01,0,0,67
153,931,B5,SC,5,3,0.1,1,1,0,7,0.24,0.37,0.11,0.44,0.43,0.24,0.08,0.14,0.19,1.8,68
153,932,B5,SC,5,3,0.08,1,1,0,7,0.25,0.37,0.12,0.45,0.43,0.25,0.09,0.15,0.2,1.8,69
153,932,B5,SC,5,3,0.04,1,1,0,7,0.26,0.38,0.13,0.46,0.44,0.25,0.09,0.15,0.21,1.8,70
153,933,B5,SC,5,3,0.08,1,1,0,7,0.28,0.42,0.13,0.5,0.49,0.29,0.11,0.16,0.22,1.8,71
153,953,CR,SC,5,3,0.09,1,1,0,6,0.36,0.5,0.22,0.55,0.54,0.45,0.3,0.22,0.14,1.5,72
153,1003,CR,SC,5,3,0.21,1,1,1,8,0.28,0.43,0.13,0.5,0.48,0.37,0.18,0.14,0.09,1.8,73
153,1010,CR,SC,5,3,0.08,1,1,0,5,0.26,0.4,0.12,0.46,0.45,0.34,0.17,0.13,0.08,0.6,74
153,1020,CR,SC,5,3,0.1,1,1,0,3,0.26,0.4,0.12,0.45,0.44,0.34,0.17,0.12,0.07,1.6,75
153,1032,CR,SC,5,3,0.26,1,1,0,6,0.17,0.27,0.07,0.32,0.31,0.22,0.1,0.08,0.05,1,76
153,1042,CR,SC,5,3,0.1,1,1,0,5,0.23,0.35,0.11,0.4,0.39,0.29,0.16,0.11,0.05,4.5,77
153,1440,B5,SC,5,3,0.24,1,1,0,8,0.3,0.49,0.11,0.6,0.58,0.38,0.12,0.13,0.14,1.5,78
153,1457,CR,SC,5,3,0.18,1,1,1,6,0.19,0.3,0.08,0.35,0.34,0.25,0.12,0.09,0.05,0.6,79
153,1504,CR,SC,5,3,0.09,1,1,0,8,0.18,0.28,0.08,0.33,0.32,0.21,0.1,0.08,0.06,2.7,80
153,1510,CR,SC,5,3,0.09,1,1,0,5,0.26,0.41,0.12,0.46,0.45,0.36,0.18,0.12,0.07,1.5,81
154,1127,B5,FO,3,3,0.18,1,0,1,6,0.36,0.58,0.13,0.72,0.69,0.5,0.19,0.15,0.11,0,82
154,1127,B5,FO,3,3,0.26,1,0,1,6,0.33,0.55,0.1,0.69,0.67,0.44,0.14,0.12,0.11,0,83
154,1128,B5,FO,3,3,0.32,1,0,1,6,0.33,0.56,0.1,0.71,0.69,0.44,0.12,0.12,0.11,0,84
154,1128,B5,FO,3,3,0.4,1,0,1,6,0.33,0.57,0.09,0.73,0.71,0.44,0.11,0.11,0.11,0,85
154,1129,B5,FO,3,3,0.39,1,0,1,6,0.36,0.62,0.1,0.81,0.78,0.48,0.12,0.12,0.12,0,86
154,1130,B5,FO,3,3,0.36,1,0,1,6,0.34,0.59,0.09,0.75,0.73,0.45,0.11,0.12,0.12,0,87
154,1131,B5,FO,2,3,0.39,1,0,1,6,0.3,0.51,0.08,0.65,0.63,0.38,0.09,0.1,0.12,0,88
154,1131,B5,FO,2,3,0.35,1,0,1,6,0.32,0.54,0.09,0.69,0.67,0.4,0.1,0.11,0.13,0,89
154,1132,B5,FO,2,3,0.36,1,0,1,6,0.32,0.54,0.09,0.68,0.66,0.4,0.1,0.12,0.13,0,90
154,1132,B5,FO,2,3,0.28,1,0,1,6,0.33,0.56,0.1,0.71,0.69,0.44,0.13,0.13,0.12,0,91
154,1133,B5,FO,2,3,0.26,1,0,1,6,0.35,0.6,0.11,0.76,0.73,0.49,0.14,0.13,0.12,0,92
154,1134,B5,FO,3,3,0.25,1,0,1,6,0.4,0.67,0.13,0.84,0.82,0.58,0.19,0.15,0.12,0,93
154,1135,B5,FO,3,3,0.31,1,0,1,6,0.22,0.37,0.07,0.48,0.47,0.27,0.06,0.09,0.12,0,94
154,1136,B5,FO,3,3,0.37,1,0,1,6,0.32,0.55,0.09,0.71,0.69,0.41,0.1,0.11,0.13,0,95
154,1137,B5,FO,3,3,0.21,1,0,1,6,0.25,0.4,0.1,0.49,0.48,0.33,0.11,0.12,0.12,0,96
154,1138,B5,FO,3,3,0.11,1,0,1,6,0.37,0.56,0.18,0.66,0.64,0.52,0.26,0.2,0.14,0,97
154,1156,B5,FO,3,3,0.28,1,1,1,3,0.31,0.49,0.13,0.6,0.58,0.39,0.15,0.15,0.15,0.4,98
154,1156,B5,FO,3,3,0.5,1,1,1,3,0.25,0.43,0.07,0.55,0.54,0.3,0.07,0.09,0.11,0.4,99
154,1157,B5,FO,3,3,0.56,1,1,1,3,0.23,0.39,0.07,0.51,0.5,0.26,0.05,0.08,0.12,0.4,100
154,1158,B5,FO,2,3,0.65,1,1,1,3,0.27,0.47,0.07,0.62,0.6,0.31,0.06,0.09,0.12,0.4,101
154,1159,B5,FO,3,3,0.56,1,0,1,3,0.23,0.4,0.07,0.52,0.5,0.27,0.05,0.08,0.12,0,102
154,1200,B5,FO,3,3,0.59,1,0,1,3,0.24,0.41,0.07,0.52,0.51,0.27,0.05,0.09,0.13,0,103
154,1201,B5,FO,3,3,0.61,1,0,1,3,0.23,0.39,0.07,0.5,0.48,0.26,0.05,0.09,0.13,0,104
154,1203,B5,FO,3,3,0.3,1,0,1,3,0.28,0.47,0.09,0.57,0.56,0.36,0.1,0.11,0.13,0,105
154,1205,B5,FO,3,3,0.69,1,0,1,3,0.25,0.43,0.07,0.56,0.55,0.28,0.05,0.09,0.14,0,106
154,1205,B5,FO,3,3,0.66,1,0,1,3,0.26,0.43,0.08,0.56,0.54,0.29,0.06,0.1,0.14,0,107
154,1447,B5,CS,2,2,0.17,1,1,0,6,0.3,0.49,0.12,0.59,0.57,0.38,0.14,0.13,0.13,3,108
154,1450,B5,CS,2,2,0.16,1,1,0,6,0.34,0.55,0.12,0.67,0.65,0.42,0.14,0.15,0.16,3,109
154,1453,B5,CS,2,2,0.08,1,1,0,6,0.33,0.5,0.15,0.59,0.58,0.37,0.16,0.17,0.19,2.8,110
154,1456,B5,CS,2,2,0.1,1,0,0,4,0.29,0.44,0.14,0.53,0.51,0.37,0.14,0.17,0.19,0,111
154,1457,B5,CS,2,2,0.12,1,0,1,4,0.29,0.45,0.14,0.54,0.53,0.38,0.14,0.17,0.19,0,112
154,1500,B5,CS,2,2,0.31,1,0,0,5,0.24,0.38,0.1,0.48,0.46,0.25,0.06,0.13,0.19,0,113
154,1501,B5,CS,2,2,0.35,1,0,1,4,0.23,0.35,0.1,0.44,0.42,0.23,0.06,0.13,0.2,0,114
154,1502,B5,CS,2,2,0.33,0,0,1,4,0.26,0.41,0.1,0.52,0.5,0.26,0.06,0.13,0.2,0,115
154,1503,B5,CS,2,2,0.32,0,0,1,4,0.3,0.49,0.12,0.6,0.59,0.35,0.1,0.15,0.2,0,116
154,1503,B5,CS,2,2,0.28,1,0,0,4,0.31,0.5,0.12,0.63,0.61,0.36,0.1,0.15,0.2,0,117
154,1504,B5,CS,2,2,0.31,0,0,1,4,0.3,0.48,0.12,0.59,0.57,0.35,0.09,0.14,0.2,0,118
155,1435,B1,SC,4,2,0.26,1,0,0,6,0.18,0.34,0.02,0.43,0.42,0.22,0.05,0.03,0,0,119
155,1436,B1,SC,4,2,0.26,1,0,0,6,0.2,0.38,0.02,0.48,0.47,0.24,0.05,0.03,0,0,120
155,1437,B1,SC,4,2,0.28,1,0,0,6,0.21,0.4,0.03,0.5,0.48,0.25,0.05,0.03,0,0,121
155,1437,B1,SC,4,2,0.26,1,0,0,6,0.21,0.39,0.02,0.48,0.47,0.24,0.05,0.03,0,0,122
155,1438,B1,SC,4,2,0.3,0,0,0,6,0.21,0.4,0.03,0.49,0.47,0.26,0.06,0.03,0,0,123
155,1439,B1,SC,4,2,0.31,0,0,1,6,0.21,0.39,0.02,0.47,0.46,0.25,0.06,0.03,0,0,124
155,1440,B1,SC,4,2,0.36,1,0,0,6,0.19,0.36,0.02,0.44,0.43,0.21,0.04,0.02,0,0,125
155,1441,B1,SC,4,2,0.38,0,0,0,6,0.18,0.35,0.02,0.43,0.41,0.19,0.04,0.02,0,0,126
155,1442,B1,SC,4,2,0.39,0,0,1,6,0.18,0.35,0.02,0.42,0.42,0.21,0.04,0.02,0,0,127
155,1442,B1,SC,4,2,0.33,1,0,0,6,0.18,0.34,0.02,0.42,0.41,0.21,0.04,0.02,0,0,128
155,1443,B1,SC,4,2,0.26,0,0,0,6,0.21,0.39,0.02,0.47,0.46,0.25,0.05,0.03,0,0,129
155,1444,B1,SC,4,2,0.24,0,0,0,6,0.22,0.41,0.02,0.5,0.48,0.26,0.06,0.03,0,0,130
155,1445,B1,SC,4,2,0.25,0,0,1,6,0.2,0.39,0.02,0.48,0.46,0.23,0.05,0.02,0,0,131
155,1446,B1,SC,5,2,0.2,1,0,0,6,0.21,0.4,0.02,0.48,0.47,0.24,0.06,0.03,0,0,132
155,1448,B1,SC,5,2,0.25,0,0,1,6,0.22,0.42,0.02,0.5,0.49,0.26,0.06,0.03,0,0,133
155,1449,B1,SC,4,2,0.36,1,0,1,6,0.17,0.33,0.02,0.41,0.4,0.2,0.04,0.02,0,0,134
155,1450,B1,SC,4,2,0.39,0,0,0,6,0.18,0.34,0.02,0.42,0.41,0.19,0.04,0.02,0,0,135
155,1451,B1,SC,5,2,0.36,1,0,0,6,0.18,0.34,0.02,0.42,0.41,0.2,0.04,0.02,0,0,136
155,1452,B1,SC,5,2,0.32,1,0,0,6,0.17,0.33,0.02,0.39,0.39,0.21,0.05,0.02,0,0,137
155,1453,B1,SC,4,2,0.25,1,0,0,3,0.24,0.45,0.04,0.52,0.51,0.32,0.09,0.05,0,0,138
155,1454,B1,SC,4,2,0.28,1,0,0,6,0.22,0.41,0.02,0.48,0.48,0.26,0.06,0.03,0,0,139
155,1900,B1,SC,4,3,0.09,1,1,0,6,0.13,0.23,0.03,0.27,0.26,0.18,0.07,0.04,0,2.5,140
155,1904,B1,SC,4,3,0.13,1,1,0,2,0.23,0.4,0.06,0.45,0.44,0.33,0.13,0.07,0,2.5,141
155,1904,B1,SC,4,3,0.07,1,1,0,1,0.29,0.45,0.14,0.5,0.49,0.39,0.23,0.13,0.04,0.4,142
155,1909,B1,SC,4,3,0.11,1,1,0,4,0.22,0.33,0.11,0.38,0.37,0.28,0.17,0.11,0.04,2.5,143
155,1911,B1,SC,4,3,0.1,1,1,0,9,0.16,0.29,0.03,0.35,0.34,0.21,0.06,0.03,0.01,2.5,144
155,1917,B1,SC,3,3,0.07,1,0,0,5,0.23,0.38,0.08,0.44,0.43,0.31,0.13,0.08,0.03,0,145
155,1925,B1,SC,3,3,0.69,1,0,0,10,0.14,0.27,0.02,0.35,0.34,0.18,0.04,0.03,0.01,0,146
155,1928,B1,SC,3,3,0.18,1,0,0,2,0.32,0.57,0.07,0.69,0.67,0.46,0.16,0.08,0.01,0,147
155,1936,B1,SC,3,3,0.35,1,0,1,12,0.18,0.32,0.04,0.4,0.39,0.25,0.06,0.05,0.03,0,148
155,1936,B1,SC,3,3,0.37,1,0,1,12,0.17,0.31,0.04,0.39,0.38,0.24,0.06,0.04,0.03,0,149
155,1937,B1,SC,3,3,0.51,1,0,1,12,0.14,0.25,0.03,0.33,0.32,0.2,0.04,0.04,0.03,0,150
155,1938,B1,SC,3,3,0.67,1,0,1,12,0.14,0.25,0.03,0.33,0.32,0.18,0.03,0.03,0.03,0,151
155,1939,B1,SC,3,3,0.67,1,0,1,12,0.13,0.24,0.02,0.33,0.32,0.18,0.03,0.03,0.03,0,152
155,1939,B1,SC,3,3,0.62,1,0,1,12,0.14,0.25,0.03,0.33,0.32,0.19,0.04,0.04,0.03,0,153
155,1940,B1,SC,3,3,0.55,1,0,1,12,0.16,0.26,0.05,0.34,0.33,0.23,0.06,0.05,0.04,0,154
155,1940,B1,SC,3,3,0.44,1,0,1,12,0.16,0.27,0.04,0.35,0.34,0.24,0.06,0.05,0.04,0,155
155,1941,B1,SC,3,3,0.66,1,0,1,12,0.15,0.27,0.03,0.35,0.34,0.2,0.04,0.04,0.04,0,156
155,1942,B1,SC,3,3,0.25,1,0,1,13,0.17,0.28,0.06,0.36,0.35,0.28,0.1,0.07,0.04,0,157
156,1805,B1,SC,1,3,0.28,1,0,1,2,0.23,0.43,0.03,0.52,0.51,0.32,0.07,0.04,0.01,0,158
156,1806,B1,SC,1,3,0.42,1,0,1,2,0.2,0.38,0.02,0.48,0.46,0.25,0.04,0.02,0.01,0,159
156,1806,B1,SC,1,3,0.28,1,0,1,2,0.3,0.54,0.05,0.66,0.64,0.42,0.11,0.06,0.01,0,160
156,1807,B1,SC,1,3,0.23,1,0,1,2,0.33,0.59,0.07,0.72,0.7,0.48,0.15,0.08,0.01,0,161
156,1808,B1,SC,1,3,0.26,1,0,1,1,0.3,0.55,0.05,0.68,0.66,0.42,0.1,0.06,0.01,0,162
156,1809,B1,SC,1,3,0.5,1,0,1,12,0.16,0.3,0.01,0.39,0.38,0.18,0.02,0.02,0.01,0,163
156,1810,B1,SC,1,3,0.54,1,0,1,5,0.2,0.39,0.02,0.48,0.47,0.24,0.03,0.02,0.01,0,164
156,1812,B1,SC,1,3,0.62,1,0,1,12,0.17,0.33,0.02,0.43,0.41,0.19,0.02,0.02,0.02,0,165
156,1814,B1,SC,1,3,0.64,1,0,1,3,0.17,0.32,0.02,0.41,0.4,0.18,0.02,0.02,0.02,0,166
156,1815,B1,SC,1,3,0,1,0,0,12,0.75,0.77,0.73,0.85,0.82,0.82,0.78,0.72,0.66,0,167
156,1817,B1,SC,1,3,0,1,0,0,2,0.44,0.55,0.33,0.61,0.59,0.54,0.43,0.32,0.22,0,168
156,1817,B1,SC,1,3,0,1,0,0,1,0.47,0.64,0.3,0.75,0.73,0.64,0.43,0.3,0.17,0,169
156,1818,B1,SC,1,3,0.1,1,0,1,4,0.35,0.58,0.12,0.69,0.67,0.53,0.22,0.13,0.04,0,170
156,1820,B1,SC,1,3,0.18,1,0,1,4,0.27,0.47,0.06,0.57,0.55,0.38,0.12,0.07,0.03,0,171
156,1821,B1,SC,1,3,0.13,1,0,1,4,0.28,0.47,0.08,0.55,0.54,0.41,0.15,0.09,0.04,0,172
156,1822,B1,SC,1,3,0.22,1,0,1,9,0.23,0.41,0.06,0.49,0.47,0.33,0.1,0.07,0.04,0,173
156,1824,B1,SC,1,3,0.16,1,0,1,5,0.23,0.4,0.06,0.49,0.47,0.31,0.09,0.07,0.04,0,174
156,1826,B1,SC,1,3,0.25,1,0,1,5,0.26,0.45,0.06,0.54,0.53,0.35,0.09,0.07,0.05,0,175
156,1827,B1,SC,1,3,0.56,1,0,1,10,0.18,0.33,0.03,0.43,0.42,0.22,0.03,0.04,0.04,0,176
156,1828,B1,SC,1,3,0.57,1,0,1,11,0.19,0.34,0.03,0.44,0.43,0.24,0.04,0.04,0.05,0,177
156,1829,B1,SC,1,3,0.47,1,0,1,11,0.2,0.36,0.04,0.46,0.44,0.26,0.05,0.05,0.05,0,178
156,1830,B1,SC,1,3,0.54,1,0,1,11,0.19,0.34,0.03,0.44,0.42,0.23,0.04,0.04,0.05,0,179
156,1830,B1,SC,1,3,0.61,1,0,1,11,0.16,0.29,0.03,0.38,0.37,0.19,0.03,0.04,0.05,0,180
156,1831,B1,SC,1,3,0.56,1,0,1,11,0.16,0.28,0.03,0.37,0.36,0.19,0.03,0.04,0.05,0,181
156,1834,B1,SC,1,3,0.33,1,0,1,3,0.21,0.37,0.04,0.45,0.44,0.27,0.06,0.06,0.05,0,182
156,1835,B1,SC,1,3,0.51,1,0,1,12,0.16,0.29,0.03,0.39,0.38,0.21,0.04,0.04,0.04,0,183
156,1836,B1,SC,1,3,0.43,1,0,1,12,0.2,0.37,0.04,0.48,0.46,0.27,0.05,0.05,0.04,0,184
156,1837,B1,SC,1,3,0.41,1,0,1,1,0.23,0.42,0.04,0.54,0.52,0.32,0.07,0.06,0.04,0,185
156,1838,B1,SC,1,3,0.63,1,0,1,11,0.11,0.19,0.03,0.26,0.26,0.15,0.03,0.03,0.04,0,186
156,1839,B1,SC,1,3,0.19,1,0,1,4,0.25,0.45,0.06,0.55,0.53,0.34,0.09,0.07,0.04,0,187
156,1840,B1,SC,1,3,0.34,1,0,1,4,0.24,0.43,0.05,0.54,0.53,0.34,0.08,0.06,0.04,0,188
156,1841,B1,SC,1,3,0.55,1,0,1,5,0.18,0.34,0.03,0.43,0.42,0.25,0.05,0.04,0.03,0,189
156,1842,B1,SC,1,3,0.28,1,0,1,3,0.09,0.17,0.02,0.23,0.22,0.1,0.02,0.02,0.03,0,190
156,1843,B1,SC,1,3,0.16,1,0,1,3,0.26,0.44,0.07,0.52,0.5,0.37,0.13,0.08,0.03,0,191
156,1845,B1,SC,1,3,0,1,0,0,2,0.59,0.72,0.47,0.81,0.79,0.73,0.6,0.46,0.32,0,192
156,1845,B1,SC,1,3,0,1,0,0,2,0.45,0.62,0.28,0.71,0.69,0.57,0.4,0.28,0.16,0,193
156,1845,B1,SC,1,3,0,1,0,0,2,0.57,0.7,0.44,0.79,0.77,0.7,0.57,0.44,0.3,0,194
156,1845,B1,SC,1,3,0,1,0,0,2,0.59,0.73,0.45,0.83,0.8,0.73,0.59,0.44,0.29,0,195
156,1845,B1,SC,1,3,0,1,0,0,2,0.5,0.6,0.39,0.67,0.65,0.61,0.5,0.38,0.27,0,196
158,1942,B1,SC,5,2,0.24,0,0,1,6,0.22,0.39,0.06,0.48,0.46,0.28,0.08,0.07,0.06,0,197
158,1942,B1,SC,5,2,0.24,0,0,1,6,0.27,0.47,0.07,0.57,0.56,0.34,0.1,0.09,0.07,0,198
158,1943,B1,SC,5,2,0.23,0,0,1,6,0.27,0.47,0.07,0.58,0.56,0.32,0.09,0.08,0.07,0,199
158,1944,B1,SC,5,2,0.25,0,0,1,6,0.3,0.52,0.07,0.65,0.63,0.35,0.1,0.09,0.07,0,200
158,1944,B1,SC,5,2,0.27,0,0,1,6,0.28,0.5,0.07,0.63,0.61,0.33,0.09,0.08,0.07,0,201
158,1945,B1,SC,5,2,0.36,0,0,1,6,0.24,0.41,0.06,0.51,0.5,0.28,0.07,0.07,0.07,0,202
158,1946,B1,SC,5,2,0.33,0,0,1,9,0.28,0.49,0.08,0.6,0.58,0.37,0.1,0.09,0.08,0,203
158,1948,B1,SC,5,2,0.42,0,0,1,4,0.26,0.46,0.07,0.57,0.55,0.32,0.08,0.09,0.09,0,204
158,1950,B1,SC,5,2,0.3,0,0,1,6,0.24,0.42,0.07,0.53,0.51,0.27,0.07,0.08,0.09,0,205
158,1951,B1,SC,5,2,0.35,1,0,1,6,0.27,0.48,0.07,0.59,0.58,0.29,0.07,0.08,0.09,0,206
